,0
0,7.0
1,22.0
2,0.0
3,8.0
4,0.0
5,0.1817095354285513
6,0.5708103048656882
7,0.2474801597057605
8,499.0
0,3.0
1,28.0
2,0.0
3,5.0
4,0.0
5,0.46639807781995146
6,0.4460965809103168
7,0.08750534126973182
8,499.0
