,id,xPos,yPos,fitness,A,foodFlag,nestFlag,pRepeat,pTarget,pPhero,timeForFood,timeForNest,deadFlag,timestep
0,60,0,0,0.10714285714285715,7,0,0,0.45185008971885976,0.19776560083650813,0.350384309444632,0,0,False,0
0,63,0,0,0.22619047619047616,5,0,0,0.5471755753341473,0.3742142800689541,0.07861014459689868,0,0,False,0
0,68,0,0,0.0,8,0,0,0.1655525411132347,0.3374850657037259,0.4969623931830395,0,0,False,0
0,69,0,0,0.0,8,0,0,0.16950378292359225,0.321672824521712,0.5088233925546958,0,0,False,0
0,70,0,0,0.22619047619047616,5,0,0,0.5678968546448833,0.3505160718961157,0.08158707345900101,0,0,False,0
0,71,0,0,0.0,8,0,0,0.163072727192928,0.3474088865368671,0.48951838627020505,0,0,False,0
0,72,0,0,0.0,8,0,0,0.1706994606516604,0.3479772542676532,0.48132328508068634,0,0,False,0
0,73,0,0,0.22619047619047616,5,0,0,0.5429815501169634,0.37134597929313623,0.08567247058990027,0,0,False,0
0,74,0,0,0.22619047619047616,5,0,0,0.5456775911132127,0.3731898061851383,0.08113260270164886,0,0,False,0
0,75,0,0,0.0,8,0,0,0.16761620496439172,0.33665043468773914,0.49573336034786897,0,0,False,0
0,60,1,0,0.10714285714285715,7,0,0,0.45185008971885976,0.19776560083650813,0.350384309444632,0,0,False,1
0,63,0,1,0.22619047619047616,5,0,0,0.5471755753341473,0.3742142800689541,0.07861014459689868,0,0,False,1
0,68,1,0,0.0,8,0,0,0.1655525411132347,0.3374850657037259,0.4969623931830395,0,0,False,1
0,69,1,0,0.0,8,0,0,0.16950378292359225,0.321672824521712,0.5088233925546958,0,0,False,1
0,70,0,1,0.22619047619047616,5,0,0,0.5678968546448833,0.3505160718961157,0.08158707345900101,0,0,False,1
0,71,1,0,0.0,8,0,0,0.163072727192928,0.3474088865368671,0.48951838627020505,0,0,False,1
0,72,1,0,0.0,8,0,0,0.1706994606516604,0.3479772542676532,0.48132328508068634,0,0,False,1
0,73,0,1,0.22619047619047616,5,0,0,0.5429815501169634,0.37134597929313623,0.08567247058990027,0,0,False,1
