,id,xPos,yPos,fitness,A,foodFlag,nestFlag,pRepeat,pTarget,pPhero,timeForFood,timeForNest,deadFlag,timestep
0,149,0,0,0.2976190476190476,1,0,0,0.32407501374178377,0.35050044082043535,0.32542454543778077,0,0,False,0
0,156,0,0,0.047619047619047616,6,0,0,0.004392339545614025,0.01850156930571702,0.977106091148669,0,0,False,0
0,165,0,0,0.0,8,0,0,0.6411044456814998,0.29782449104141984,0.061071063277080256,0,0,False,0
0,166,0,0,0.047619047619047616,6,0,0,0.004644686442019249,0.01849687989463837,0.9768584336633425,0,0,False,0
0,167,0,0,0.047619047619047616,6,0,0,0.0040800519403143025,0.018507372606557566,0.9774125754531282,0,0,False,0
0,168,0,0,0.2976190476190476,1,0,0,0.32866738939161483,0.3554672837469972,0.31586532686138796,0,0,False,0
0,169,0,0,0.047619047619047616,6,0,0,0.004226489533457098,0.0178029699687556,0.9779705404977872,0,0,False,0
0,170,0,0,0.2976190476190476,1,0,0,0.33716670012880573,0.34371175576954555,0.3191215441016487,0,0,False,0
0,171,0,0,0.0,8,0,0,0.6365937266192603,0.30156764860572377,0.06183862477501594,0,0,False,0
0,172,0,0,0.0,8,0,0,0.6441027432324942,0.2992173474599499,0.05667990930755603,0,0,False,0
0,149,0,1,0.2976190476190476,1,0,0,0.32407501374178377,0.35050044082043535,0.32542454543778077,0,0,False,1
0,156,1,0,0.047619047619047616,6,0,0,0.004392339545614025,0.01850156930571702,0.977106091148669,0,0,False,1
0,165,1,0,0.0,8,0,0,0.6411044456814998,0.29782449104141984,0.061071063277080256,0,0,False,1
0,166,1,0,0.047619047619047616,6,0,0,0.004644686442019249,0.01849687989463837,0.9768584336633425,0,0,False,1
0,167,1,0,0.047619047619047616,6,0,0,0.0040800519403143025,0.018507372606557566,0.9774125754531282,0,0,False,1
0,168,0,1,0.2976190476190476,1,0,0,0.32866738939161483,0.3554672837469972,0.31586532686138796,0,0,False,1
0,169,1,0,0.047619047619047616,6,0,0,0.004226489533457098,0.0178029699687556,0.9779705404977872,0,0,False,1
0,170,0,1,0.2976190476190476,1,0,0,0.33716670012880573,0.34371175576954555,0.3191215441016487,0,0,False,1
0,171,0,1,0.0,8,0,0,0.6365937266192603,0.30156764860572377,0.06183862477501594,0,0,False,1
0,172,0,1,0.0,8,0,0,0.6441027432324942,0.2992173474599499,0.05667990930755603,0,0,False,1
0,149,0,2,0.2976190476190476,1,0,0,0.32407501374178377,0.35050044082043535,0.32542454543778077,0,0,False,2
0,156,2,0,0.047619047619047616,6,0,0,0.004392339545614025,0.01850156930571702,0.977106091148669,0,0,False,2
0,165,2,0,0.0,8,0,0,0.6411044456814998,0.29782449104141984,0.061071063277080256,0,0,False,2
0,166,2,0,0.047619047619047616,6,0,0,0.004644686442019249,0.01849687989463837,0.9768584336633425,0,0,False,2
0,167,2,0,0.047619047619047616,6,0,0,0.0040800519403143025,0.018507372606557566,0.9774125754531282,0,0,False,2
0,168,0,2,0.2976190476190476,1,0,0,0.32866738939161483,0.3554672837469972,0.31586532686138796,0,0,False,2
0,169,1,1,0.047619047619047616,6,0,0,0.004226489533457098,0.0178029699687556,0.9779705404977872,0,0,False,2
0,170,0,2,0.2976190476190476,1,0,0,0.33716670012880573,0.34371175576954555,0.3191215441016487,0,0,False,2
0,171,0,2,0.0,8,0,0,0.6365937266192603,0.30156764860572377,0.06183862477501594,0,0,False,2
0,172,0,2,0.0,8,0,0,0.6441027432324942,0.2992173474599499,0.05667990930755603,0,0,False,2
