,id,xPos,yPos,fitness,A,foodFlag,nestFlag,pRepeat,pTarget,pPhero,timeForFood,timeForNest,deadFlag,timestep
0,554,0,0,0.13095238095238093,7,0,0,0.3947434799721596,0.5059845308447937,0.09927198918304685,0,0,False,0
0,562,0,0,0.0,8,0,0,0.7491929413144944,0.22554899417220575,0.025258064513299823,0,0,False,0
0,563,0,0,0.0,8,0,0,0.7542207804179574,0.22102749442419525,0.024751725157847307,0,0,False,0
0,564,0,0,0.13095238095238093,7,0,0,0.3962222928986615,0.5047482674753565,0.09902943962598182,0,0,False,0
0,565,0,0,0.13095238095238093,7,0,0,0.3926718231787975,0.5033290688958473,0.10399910792535517,0,0,False,0
0,566,0,0,0.13095238095238093,7,0,0,0.37111575412807934,0.5257369224020072,0.10314732346991358,0,0,False,0
0,567,0,0,0.13095238095238093,7,0,0,0.376250289658162,0.5291284776169869,0.09462123272485107,0,0,False,0
0,568,0,0,0.0,8,0,0,0.7434673103742808,0.2314676573043851,0.025065032321334,0,0,False,0
0,569,0,0,0.13095238095238093,7,0,0,0.38801312664255166,0.5116109959207001,0.10037587743674825,0,0,False,0
0,570,0,0,0.13095238095238093,7,0,0,0.3846039390285022,0.5186740123193264,0.09672204865217143,0,0,False,0
0,554,0,1,0.13095238095238093,7,0,0,0.3947434799721596,0.5059845308447937,0.09927198918304685,0,0,False,1
0,562,1,0,0.0,8,0,0,0.7491929413144944,0.22554899417220575,0.025258064513299823,0,0,False,1
0,563,1,0,0.0,8,0,0,0.7542207804179574,0.22102749442419525,0.024751725157847307,0,0,False,1
0,564,0,1,0.13095238095238093,7,0,0,0.3962222928986615,0.5047482674753565,0.09902943962598182,0,0,False,1
0,565,0,1,0.13095238095238093,7,0,0,0.3926718231787975,0.5033290688958473,0.10399910792535517,0,0,False,1
0,566,0,1,0.13095238095238093,7,0,0,0.37111575412807934,0.5257369224020072,0.10314732346991358,0,0,False,1
0,567,0,1,0.13095238095238093,7,0,0,0.376250289658162,0.5291284776169869,0.09462123272485107,0,0,False,1
0,568,0,1,0.0,8,0,0,0.7434673103742808,0.2314676573043851,0.025065032321334,0,0,False,1
0,569,0,1,0.13095238095238093,7,0,0,0.38801312664255166,0.5116109959207001,0.10037587743674825,0,0,False,1
0,570,0,1,0.13095238095238093,7,0,0,0.3846039390285022,0.5186740123193264,0.09672204865217143,0,0,False,1
0,554,0,2,0.13095238095238093,7,0,0,0.3947434799721596,0.5059845308447937,0.09927198918304685,0,0,False,2
0,562,2,0,0.0,8,0,0,0.7491929413144944,0.22554899417220575,0.025258064513299823,0,0,False,2
0,563,2,0,0.0,8,0,0,0.7542207804179574,0.22102749442419525,0.024751725157847307,0,0,False,2
0,564,0,2,0.13095238095238093,7,0,0,0.3962222928986615,0.5047482674753565,0.09902943962598182,0,0,False,2
0,565,0,2,0.13095238095238093,7,0,0,0.3926718231787975,0.5033290688958473,0.10399910792535517,0,0,False,2
