,id,xPos,yPos,fitness,A,foodFlag,nestFlag,pRepeat,pTarget,pPhero,timeForFood,timeForNest,deadFlag,timestep
0,502,0,0,0.2619047619047619,6,0,0,0.6753931055760082,0.16380215563819223,0.16080473878579946,0,0,False,0
0,504,0,0,0.27380952380952384,3,0,0,0.053964671254890434,0.7070930325859047,0.23894229615920493,0,0,False,0
0,508,0,0,0.0,7,0,0,0.18040681503271216,0.40453814106308816,0.4150550439041996,0,0,False,0
0,509,0,0,0.27380952380952384,3,0,0,0.05733459442695154,0.6888019181624575,0.2538634874105909,0,0,False,0
0,510,0,0,0.0,7,0,0,0.174211598413024,0.3906461968238566,0.4351422047631195,0,0,False,0
0,511,0,0,0.2619047619047619,6,0,0,0.681347687901784,0.160797372198155,0.15785493990006108,0,0,False,0
0,512,0,0,0.27380952380952384,3,0,0,0.051596415650838306,0.7199473417276744,0.22845624262148714,0,0,False,0
0,513,0,0,0.27380952380952384,3,0,0,0.0549427857475929,0.7063619626968144,0.23869525155559276,0,0,False,0
0,514,0,0,0.2619047619047619,6,0,0,0.658958589758568,0.17209529162516377,0.16894611861626815,0,0,False,0
0,515,0,0,0.0,7,0,0,0.1708844174405609,0.40923824483535937,0.4198773377240797,0,0,False,0
0,502,1,0,0.2619047619047619,6,0,0,0.6753931055760082,0.16380215563819223,0.16080473878579946,0,0,False,1
0,504,1,0,0.27380952380952384,3,0,0,0.053964671254890434,0.7070930325859047,0.23894229615920493,0,0,False,1
0,508,0,1,0.0,7,0,0,0.18040681503271216,0.40453814106308816,0.4150550439041996,0,0,False,1
0,509,1,0,0.27380952380952384,3,0,0,0.05733459442695154,0.6888019181624575,0.2538634874105909,0,0,False,1
0,510,0,1,0.0,7,0,0,0.174211598413024,0.3906461968238566,0.4351422047631195,0,0,False,1
0,511,1,0,0.2619047619047619,6,0,0,0.681347687901784,0.160797372198155,0.15785493990006108,0,0,False,1
0,512,1,0,0.27380952380952384,3,0,0,0.051596415650838306,0.7199473417276744,0.22845624262148714,0,0,False,1
