,id,xPos,yPos,fitness,A,foodFlag,nestFlag,pRepeat,pTarget,pPhero,timeForFood,timeForNest,deadFlag,timestep
0,654,0,0,0.09523809523809523,6,0,0,0.15289141020681926,0.47723009063687555,0.3698784991563051,0,0,False,0
0,656,0,0,0.30952380952380953,2,0,0,0.35057477832764833,0.24348294340537954,0.4059422782669722,0,0,False,0
0,658,0,0,0.0,8,0,0,0.22621418532554566,0.13516362630814965,0.6386221883663047,0,0,False,0
0,659,0,0,0.0,8,0,0,0.22067604222254264,0.1318545698767941,0.6474693879006634,0,0,False,0
0,660,0,0,0.0,8,0,0,0.22577945491398282,0.13682563822896937,0.6373949068570478,0,0,False,0
0,661,0,0,0.30952380952380953,2,0,0,0.335458315763671,0.2491504177752175,0.4153912664611114,0,0,False,0
0,662,0,0,0.30952380952380953,2,0,0,0.3710205139079359,0.23581741439134296,0.39316207170072104,0,0,False,0
0,663,0,0,0.0,8,0,0,0.24215545798618512,0.13237903116577743,0.6254655108480374,0,0,False,0
0,664,0,0,0.0,8,0,0,0.225305383880886,0.1386380527446452,0.6360565633744688,0,0,False,0
0,665,0,0,0.09523809523809523,6,0,0,0.14419943154562445,0.482126834471463,0.37367373398291254,0,0,False,0
0,654,0,1,0.09523809523809523,6,0,0,0.15289141020681926,0.47723009063687555,0.3698784991563051,0,0,False,1
0,656,1,0,0.30952380952380953,2,0,0,0.35057477832764833,0.24348294340537954,0.4059422782669722,0,0,False,1
0,658,0,1,0.0,8,0,0,0.22621418532554566,0.13516362630814965,0.6386221883663047,0,0,False,1
0,659,0,1,0.0,8,0,0,0.22067604222254264,0.1318545698767941,0.6474693879006634,0,0,False,1
0,660,0,1,0.0,8,0,0,0.22577945491398282,0.13682563822896937,0.6373949068570478,0,0,False,1
0,661,1,0,0.30952380952380953,2,0,0,0.335458315763671,0.2491504177752175,0.4153912664611114,0,0,False,1
0,662,1,0,0.30952380952380953,2,0,0,0.3710205139079359,0.23581741439134296,0.39316207170072104,0,0,False,1
0,663,0,1,0.0,8,0,0,0.24215545798618512,0.13237903116577743,0.6254655108480374,0,0,False,1
0,664,0,1,0.0,8,0,0,0.225305383880886,0.1386380527446452,0.6360565633744688,0,0,False,1
0,665,0,1,0.09523809523809523,6,0,0,0.14419943154562445,0.482126834471463,0.37367373398291254,0,0,False,1
0,654,0,2,0.09523809523809523,6,0,0,0.15289141020681926,0.47723009063687555,0.3698784991563051,0,0,False,2
0,656,2,0,0.30952380952380953,2,0,0,0.35057477832764833,0.24348294340537954,0.4059422782669722,0,0,False,2
0,658,1,1,0.0,8,0,0,0.22621418532554566,0.13516362630814965,0.6386221883663047,0,0,False,2
0,659,1,1,0.0,8,0,0,0.22067604222254264,0.1318545698767941,0.6474693879006634,0,0,False,2
0,660,0,2,0.0,8,0,0,0.22577945491398282,0.13682563822896937,0.6373949068570478,0,0,False,2
0,661,2,0,0.30952380952380953,2,0,0,0.335458315763671,0.2491504177752175,0.4153912664611114,0,0,False,2
0,662,2,0,0.30952380952380953,2,0,0,0.3710205139079359,0.23581741439134296,0.39316207170072104,0,0,False,2
0,663,1,1,0.0,8,0,0,0.24215545798618512,0.13237903116577743,0.6254655108480374,0,0,False,2
0,664,0,2,0.0,8,0,0,0.225305383880886,0.1386380527446452,0.6360565633744688,0,0,False,2
0,665,0,2,0.09523809523809523,6,0,0,0.14419943154562445,0.482126834471463,0.37367373398291254,0,0,False,2
0,654,1,2,0.09523809523809523,6,0,0,0.15289141020681926,0.47723009063687555,0.3698784991563051,0,0,False,3
0,656,3,0,0.30952380952380953,2,0,0,0.35057477832764833,0.24348294340537954,0.4059422782669722,0,0,False,3
0,658,2,1,0.0,8,0,0,0.22621418532554566,0.13516362630814965,0.6386221883663047,0,0,False,3
0,659,2,1,0.0,8,0,0,0.22067604222254264,0.1318545698767941,0.6474693879006634,0,0,False,3
0,660,0,3,0.0,8,0,0,0.22577945491398282,0.13682563822896937,0.6373949068570478,0,0,False,3
0,661,3,0,0.30952380952380953,2,0,0,0.335458315763671,0.2491504177752175,0.4153912664611114,0,0,False,3
0,662,3,0,0.30952380952380953,2,0,0,0.3710205139079359,0.23581741439134296,0.39316207170072104,0,0,False,3
0,663,1,0,0.0,8,0,0,0.24215545798618512,0.13237903116577743,0.6254655108480374,0,0,False,3
0,664,0,3,0.0,8,0,0,0.225305383880886,0.1386380527446452,0.6360565633744688,0,0,False,3
0,665,1,2,0.09523809523809523,6,0,0,0.14419943154562445,0.482126834471463,0.37367373398291254,0,0,False,3
0,654,2,2,0.09523809523809523,6,0,0,0.15289141020681926,0.47723009063687555,0.3698784991563051,0,0,False,4
0,656,4,0,0.30952380952380953,2,0,0,0.35057477832764833,0.24348294340537954,0.4059422782669722,0,0,False,4
0,658,3,1,0.0,8,0,0,0.22621418532554566,0.13516362630814965,0.6386221883663047,0,0,False,4
0,659,2,0,0.0,8,0,0,0.22067604222254264,0.1318545698767941,0.6474693879006634,0,0,False,4
0,660,0,4,0.0,8,0,0,0.22577945491398282,0.13682563822896937,0.6373949068570478,0,0,False,4
0,661,3,1,0.30952380952380953,2,0,0,0.335458315763671,0.2491504177752175,0.4153912664611114,0,0,False,4
0,662,4,0,0.30952380952380953,2,0,0,0.3710205139079359,0.23581741439134296,0.39316207170072104,0,0,False,4
0,663,0,0,0.0,8,0,0,0.24215545798618512,0.13237903116577743,0.6254655108480374,0,0,False,4
0,664,0,4,0.0,8,0,0,0.225305383880886,0.1386380527446452,0.6360565633744688,0,0,False,4
0,665,1,1,0.09523809523809523,6,0,0,0.14419943154562445,0.482126834471463,0.37367373398291254,0,0,False,4
0,654,2,1,0.09523809523809523,6,0,0,0.15289141020681926,0.47723009063687555,0.3698784991563051,0,0,False,5
0,656,5,0,0.30952380952380953,2,0,0,0.35057477832764833,0.24348294340537954,0.4059422782669722,0,0,False,5
0,658,3,0,0.0,8,0,0,0.22621418532554566,0.13516362630814965,0.6386221883663047,0,0,False,5
0,659,1,0,0.0,8,0,0,0.22067604222254264,0.1318545698767941,0.6474693879006634,0,0,False,5
0,660,1,4,0.0,8,0,0,0.22577945491398282,0.13682563822896937,0.6373949068570478,0,0,False,5
0,661,3,2,0.30952380952380953,2,0,0,0.335458315763671,0.2491504177752175,0.4153912664611114,0,0,False,5
0,662,5,0,0.30952380952380953,2,0,0,0.3710205139079359,0.23581741439134296,0.39316207170072104,0,0,False,5
0,663,0,1,0.0,8,0,0,0.24215545798618512,0.13237903116577743,0.6254655108480374,0,0,False,5
0,664,1,4,0.0,8,0,0,0.225305383880886,0.1386380527446452,0.6360565633744688,0,0,False,5
0,665,0,1,0.09523809523809523,6,0,0,0.14419943154562445,0.482126834471463,0.37367373398291254,0,0,False,5
0,654,1,1,0.09523809523809523,6,0,0,0.15289141020681926,0.47723009063687555,0.3698784991563051,0,0,False,6
0,656,6,0,0.30952380952380953,2,0,0,0.35057477832764833,0.24348294340537954,0.4059422782669722,0,0,False,6
0,658,2,0,0.0,8,0,0,0.22621418532554566,0.13516362630814965,0.6386221883663047,0,0,False,6
0,659,1,1,0.0,8,0,0,0.22067604222254264,0.1318545698767941,0.6474693879006634,0,0,False,6
0,660,1,3,0.0,8,0,0,0.22577945491398282,0.13682563822896937,0.6373949068570478,0,0,False,6
0,661,3,3,0.30952380952380953,2,0,0,0.335458315763671,0.2491504177752175,0.4153912664611114,0,0,False,6
0,662,6,0,0.30952380952380953,2,0,0,0.3710205139079359,0.23581741439134296,0.39316207170072104,0,0,False,6
0,663,1,1,0.0,8,0,0,0.24215545798618512,0.13237903116577743,0.6254655108480374,0,0,False,6
0,664,1,5,0.0,8,0,0,0.225305383880886,0.1386380527446452,0.6360565633744688,0,0,False,6
0,665,0,2,0.09523809523809523,6,0,0,0.14419943154562445,0.482126834471463,0.37367373398291254,0,0,False,6
0,654,1,2,0.09523809523809523,6,0,0,0.15289141020681926,0.47723009063687555,0.3698784991563051,0,0,False,7
0,656,6,1,0.30952380952380953,2,0,0,0.35057477832764833,0.24348294340537954,0.4059422782669722,0,0,False,7
0,658,1,0,0.0,8,0,0,0.22621418532554566,0.13516362630814965,0.6386221883663047,0,0,False,7
0,659,0,1,0.0,8,0,0,0.22067604222254264,0.1318545698767941,0.6474693879006634,0,0,False,7
0,660,1,2,0.0,8,0,0,0.22577945491398282,0.13682563822896937,0.6373949068570478,0,0,False,7
0,661,4,3,0.30952380952380953,2,0,0,0.335458315763671,0.2491504177752175,0.4153912664611114,0,0,False,7
0,662,7,0,0.30952380952380953,2,0,0,0.3710205139079359,0.23581741439134296,0.39316207170072104,0,0,False,7
0,663,1,2,0.0,8,0,0,0.24215545798618512,0.13237903116577743,0.6254655108480374,0,0,False,7
0,664,2,5,0.0,8,0,0,0.225305383880886,0.1386380527446452,0.6360565633744688,0,0,False,7
0,665,0,3,0.09523809523809523,6,0,0,0.14419943154562445,0.482126834471463,0.37367373398291254,0,0,False,7
0,654,1,3,0.09523809523809523,6,0,0,0.15289141020681926,0.47723009063687555,0.3698784991563051,0,0,False,8
0,656,5,1,0.30952380952380953,2,0,0,0.35057477832764833,0.24348294340537954,0.4059422782669722,0,0,False,8
0,658,1,1,0.0,8,0,0,0.22621418532554566,0.13516362630814965,0.6386221883663047,0,0,False,8
0,659,0,0,0.0,8,0,0,0.22067604222254264,0.1318545698767941,0.6474693879006634,0,0,False,8
0,660,2,2,0.0,8,0,0,0.22577945491398282,0.13682563822896937,0.6373949068570478,0,0,False,8
0,661,5,3,0.30952380952380953,2,0,0,0.335458315763671,0.2491504177752175,0.4153912664611114,0,0,False,8
